# CoCo3 OS-9 PER-FILE INVENTORY -- harness/tools/game_manifest.py --os9
# ★ sha256 is of the FILE CONTENT read out of the image. Content only: no AGI
# resource is decoded, and no game byte is stored here -- only its digest.
#
image	file	kind	size	actual	sha256	short
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Original/LARRY1.DSK	tOC	host	21	21	0a8b962c7bce1612253a60f6ade13117d076e6f5393aed22b547611cdefa06ae	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Original/LARRY1.DSK	tOC.txt	host	42	42	0c8c6120cdeedf8280869aa5cad9f9213105932d32d675e6faab3be9a36652c3	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Original/LARRY1.DSK	viewDir	agi	576	576	928a58819ef452a02f433f512ebb0b3894033f61899a0d761cc9087a9ec8fd7e	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Original/LARRY1.DSK	vol.0	agi	23986	23986	106fa8eba5bbb5c7b6d2a6df3ca1769959f9ea014afb330ebb70b57e9fec317a	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Original/LARRY1.DSK	vol.1	agi	26717	26717	857144154b4cea88e392ccc9a37baa2029cfc8b1c58b9f1703667634c2af179c	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Original/LARRY1.DSK	words.tok	agi	6612	6612	b606c73de586f7c7fd9382dd1f3e9ebe215ff61f3ffdc80ab24b39a52acd792f	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Original/LARRY2.DSK	object	agi	311	311	637007f32bf6fcb88264dadfe9afe95993b49715ca1dee90ac9591f18b3f6cf6	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Original/LARRY2.DSK	vol.0	agi	23986	23986	106fa8eba5bbb5c7b6d2a6df3ca1769959f9ea014afb330ebb70b57e9fec317a	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Original/LARRY2.DSK	vol.2	agi	114649	114649	cb497971dd70bf724cc828f8f88c95c60b05b2c49d6ef3b1596f45e046320797	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Original/LARRY2.DSK	vol.4	agi	14719	14719	e67233c0caa07db3b5e077a37c20ade8f3b1bfb78d14c341d4b9ee3e1b307c01	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Original/LARRY3.DSK	object	agi	311	311	637007f32bf6fcb88264dadfe9afe95993b49715ca1dee90ac9591f18b3f6cf6	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Original/LARRY3.DSK	vol.0	agi	23986	23986	106fa8eba5bbb5c7b6d2a6df3ca1769959f9ea014afb330ebb70b57e9fec317a	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Original/LARRY3.DSK	vol.3	agi	108446	108446	b5e648d2c12996915b7f8f49487f46c64b4be99d76c5b55d58d946c038eeb0eb	0
Leisure Suit Larry (Sierra On-Line) (OS-9) (Coco 3)/Original/LARRY3.DSK	vol.4	agi	14719	14719	e67233c0caa07db3b5e077a37c20ade8f3b1bfb78d14c341d4b9ee3e1b307c01	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/pq1.dsk	CMDS/attr	host	511	511	e548ed01c4a6a2a694968529825024bbfc0626d17052481065084407685e2777	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/pq1.dsk	CMDS/copy	host	1469	1469	a4f245eab570f1189d66324603016a1aec184d17fd4f422d0dad3d3305a9ec9b	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/pq1.dsk	CMDS/del	host	103	103	660874a5bef09641c8acd6e5ed3dec8ac480b15931a083b6f89263b5226c8490	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/pq1.dsk	CMDS/deldir	host	626	626	a1789f5698abc2654c0b029a67512c91e865baab7f20da3f28390787b6cac26a	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/pq1.dsk	CMDS/format	host	4295	4295	b084b1a11ae7914d4e288b8abd49cd14b4e55bad842feb84bc9e389e8a5fe0d1	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/pq1.dsk	CMDS/makdir	host	175	175	b192f728283e9fb5b1f0ff1a107c1984e6e3fb92be0510f74dc65f6c1c141088	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/pq1.dsk	CMDS/MnLn	interpreter	25559	25559	c64de18528a7c6dbac67a732398240149ff1d025ab1c79b6dc46e72b6f7e59a6	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/pq1.dsk	CMDS/rename	host	285	285	00a12333cbb86058f211241b7a649ef69eb7dc845ec1ae15015c4a1a8fda7cd6	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/pq1.dsk	CMDS/Scrn	interpreter	1996	1996	07294eae61462220e7f6bfa80a28265bf094ad400a5eab37a83c2c7232a63c48	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/pq1.dsk	CMDS/sdir	host	1393	1393	dca3c7ad5ab79597c48174bd5946a8cf4736c77ce623e18b2ef9a840d15c544d	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/pq1.dsk	CMDS/sdrive	host	814	814	f564db69926216432b0f71fbd3ae5904fe0610a2e92d6838d318301c96eb3f2a	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/pq1.dsk	CMDS/Shdw	interpreter	2484	2484	5779e4dce893e16f00b766f6769c9cf088f7ccbb430bfdb58f10fe5f946fa868	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/pq1.dsk	CMDS/shell	host	8721	8721	5f8106e351fc6aaebd1a05bb45123ce5ecd746b412f4cbcffee9332e30ed0f96	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/pq1.dsk	CMDS/Sierra	interpreter	1371	1371	4f41f53e8951ba45556d3923eb06bc8fa39b545e2351bd87d90b383c5807e562	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/pq1.dsk	CMDS/TOCGen	interpreter	5752	5752	4adcfef0329f4c1494550d80fa721a307c95695ea09b5261a2bb18d544e52eee	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/pq1.dsk	logDir	agi	768	768	f80be1c762aaa3dbb3d9ef4351f3d567e39fc3178ba5e620932f6a862243ef30	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/pq1.dsk	object	agi	369	369	777fc61906e78467fd36447dd5a3bdcbd45c4cb35eeeb545b6cc1fc821b207f6	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/pq1.dsk	OS9Boot	host	22834	22834	c65d31382d58fdf32113684126cddf4c5fdb4fe3d92fb07573812ac7eb1cbc4f	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/pq1.dsk	picDir	agi	351	351	2d46da1a11f54f4a4f5360d079cda7a1f66dc1a69fa4b9d3bbbc75bef83e6d44	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/pq1.dsk	sndDir	agi	126	126	8ebc67b9246272db1f02a41db072e388508417e48de6b516afb8e373461a3d82	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/pq1.dsk	Startup	host	366	366	fffbf3a7eb9d79a75f6ae4adddde194adf5b995cc54b7739fce21c73b4873c38	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/pq1.dsk	toc	host	19	19	670bb6cd1d505923093d0af07c0c4513f39ffd53ad443bfdb7ec5e3fc7f65d96	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/pq1.dsk	toc.txt	host	36	36	de75c10c716cec92ce26def586b3e61d217d5ccd73dc06542677d392a3e6bef9	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/pq1.dsk	viewDir	agi	768	768	1ea5f7e216d6d591355249546b6e5aa67098bba7cfe197d5d7f2c9d67fe3bade	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/pq1.dsk	vol.0	agi	64362	64362	fbc9453077b9375f7d6e6997545ca4b28f6194f4c13a4217014bc0f9790ba535	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/pq1.dsk	vol.1	agi	193301	193301	0e3b8ce8115882e31f7b70e809c21d7b5f1232a60888ebd1dca58e9fab661f6a	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/pq1.dsk	vol.2	agi	188581	188581	0c1b936eccb2c19a41e6b1585061bc63da2efb13e5d8f5091d7b512aea21577a	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/pq1.dsk	vol.3	agi	246823	246823	9a9942c6069b1cee0d1b963c5388f7ddc29223103b20c1d2e655b277bc0f0191	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Coco SDC/pq1.dsk	words.tok	agi	6743	6743	9c2c3cd3613ac51b6fb14c04619ac39aa956769e83a53a5f8ddee0dda7424ffb	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/pq1-drivepak.par	CMDS/attr	host	511	511	e548ed01c4a6a2a694968529825024bbfc0626d17052481065084407685e2777	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/pq1-drivepak.par	CMDS/copy	host	1469	1469	a4f245eab570f1189d66324603016a1aec184d17fd4f422d0dad3d3305a9ec9b	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/pq1-drivepak.par	CMDS/del	host	103	103	660874a5bef09641c8acd6e5ed3dec8ac480b15931a083b6f89263b5226c8490	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/pq1-drivepak.par	CMDS/deldir	host	626	626	a1789f5698abc2654c0b029a67512c91e865baab7f20da3f28390787b6cac26a	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/pq1-drivepak.par	CMDS/format	host	4295	4295	b084b1a11ae7914d4e288b8abd49cd14b4e55bad842feb84bc9e389e8a5fe0d1	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/pq1-drivepak.par	CMDS/makdir	host	175	175	b192f728283e9fb5b1f0ff1a107c1984e6e3fb92be0510f74dc65f6c1c141088	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/pq1-drivepak.par	CMDS/MnLn	interpreter	25559	25559	c64de18528a7c6dbac67a732398240149ff1d025ab1c79b6dc46e72b6f7e59a6	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/pq1-drivepak.par	CMDS/rename	host	285	285	00a12333cbb86058f211241b7a649ef69eb7dc845ec1ae15015c4a1a8fda7cd6	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/pq1-drivepak.par	CMDS/Scrn	interpreter	1996	1996	07294eae61462220e7f6bfa80a28265bf094ad400a5eab37a83c2c7232a63c48	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/pq1-drivepak.par	CMDS/Shdw	interpreter	2484	2484	5779e4dce893e16f00b766f6769c9cf088f7ccbb430bfdb58f10fe5f946fa868	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/pq1-drivepak.par	CMDS/shell	host	8721	8721	5f8106e351fc6aaebd1a05bb45123ce5ecd746b412f4cbcffee9332e30ed0f96	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/pq1-drivepak.par	CMDS/Sierra	interpreter	1371	1371	4f41f53e8951ba45556d3923eb06bc8fa39b545e2351bd87d90b383c5807e562	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/pq1-drivepak.par	CMDS/TOCGen	interpreter	5752	5752	4adcfef0329f4c1494550d80fa721a307c95695ea09b5261a2bb18d544e52eee	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/pq1-drivepak.par	logDir	agi	768	768	f80be1c762aaa3dbb3d9ef4351f3d567e39fc3178ba5e620932f6a862243ef30	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/pq1-drivepak.par	object	agi	369	369	777fc61906e78467fd36447dd5a3bdcbd45c4cb35eeeb545b6cc1fc821b207f6	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/pq1-drivepak.par	OS9Boot	host	21958	21958	0418ed8d0c3b881ca7126a68624029e42c5df0bfa2538354bbac37d9d1c67a29	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/pq1-drivepak.par	picDir	agi	351	351	2d46da1a11f54f4a4f5360d079cda7a1f66dc1a69fa4b9d3bbbc75bef83e6d44	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/pq1-drivepak.par	sndDir	agi	126	126	8ebc67b9246272db1f02a41db072e388508417e48de6b516afb8e373461a3d82	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/pq1-drivepak.par	Startup	host	366	366	fffbf3a7eb9d79a75f6ae4adddde194adf5b995cc54b7739fce21c73b4873c38	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/pq1-drivepak.par	toc	host	19	19	670bb6cd1d505923093d0af07c0c4513f39ffd53ad443bfdb7ec5e3fc7f65d96	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/pq1-drivepak.par	toc.txt	host	36	36	de75c10c716cec92ce26def586b3e61d217d5ccd73dc06542677d392a3e6bef9	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/pq1-drivepak.par	viewDir	agi	768	768	1ea5f7e216d6d591355249546b6e5aa67098bba7cfe197d5d7f2c9d67fe3bade	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/pq1-drivepak.par	vol.0	agi	64362	64362	fbc9453077b9375f7d6e6997545ca4b28f6194f4c13a4217014bc0f9790ba535	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/pq1-drivepak.par	vol.1	agi	193301	193301	0e3b8ce8115882e31f7b70e809c21d7b5f1232a60888ebd1dca58e9fab661f6a	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/pq1-drivepak.par	vol.2	agi	188581	188581	0c1b936eccb2c19a41e6b1585061bc63da2efb13e5d8f5091d7b512aea21577a	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/pq1-drivepak.par	vol.3	agi	246823	246823	9a9942c6069b1cee0d1b963c5388f7ddc29223103b20c1d2e655b277bc0f0191	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/DrivePak/pq1-drivepak.par	words.tok	agi	6743	6743	9c2c3cd3613ac51b6fb14c04619ac39aa956769e83a53a5f8ddee0dda7424ffb	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-becker.dsk	CMDS/attr	host	511	511	e548ed01c4a6a2a694968529825024bbfc0626d17052481065084407685e2777	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-becker.dsk	CMDS/copy	host	1469	1469	a4f245eab570f1189d66324603016a1aec184d17fd4f422d0dad3d3305a9ec9b	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-becker.dsk	CMDS/del	host	103	103	660874a5bef09641c8acd6e5ed3dec8ac480b15931a083b6f89263b5226c8490	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-becker.dsk	CMDS/deldir	host	626	626	a1789f5698abc2654c0b029a67512c91e865baab7f20da3f28390787b6cac26a	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-becker.dsk	CMDS/dw	host	730	730	010fb42a1eba3371ab15c4c5851b6939e6682bb228a9931e5b09c59091c9a31d	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-becker.dsk	CMDS/format	host	4295	4295	b084b1a11ae7914d4e288b8abd49cd14b4e55bad842feb84bc9e389e8a5fe0d1	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-becker.dsk	CMDS/makdir	host	175	175	b192f728283e9fb5b1f0ff1a107c1984e6e3fb92be0510f74dc65f6c1c141088	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-becker.dsk	CMDS/MnLn	interpreter	25559	25559	c64de18528a7c6dbac67a732398240149ff1d025ab1c79b6dc46e72b6f7e59a6	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-becker.dsk	CMDS/rename	host	285	285	00a12333cbb86058f211241b7a649ef69eb7dc845ec1ae15015c4a1a8fda7cd6	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-becker.dsk	CMDS/Scrn	interpreter	1996	1996	07294eae61462220e7f6bfa80a28265bf094ad400a5eab37a83c2c7232a63c48	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-becker.dsk	CMDS/Shdw	interpreter	2484	2484	5779e4dce893e16f00b766f6769c9cf088f7ccbb430bfdb58f10fe5f946fa868	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-becker.dsk	CMDS/shell	host	8721	8721	5f8106e351fc6aaebd1a05bb45123ce5ecd746b412f4cbcffee9332e30ed0f96	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-becker.dsk	CMDS/sierra	interpreter	1371	1371	4f41f53e8951ba45556d3923eb06bc8fa39b545e2351bd87d90b383c5807e562	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-becker.dsk	CMDS/TOCGen	interpreter	5752	5752	4adcfef0329f4c1494550d80fa721a307c95695ea09b5261a2bb18d544e52eee	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-becker.dsk	logDir	agi	768	768	f80be1c762aaa3dbb3d9ef4351f3d567e39fc3178ba5e620932f6a862243ef30	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-becker.dsk	object	agi	369	369	777fc61906e78467fd36447dd5a3bdcbd45c4cb35eeeb545b6cc1fc821b207f6	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-becker.dsk	OS9Boot	host	24902	24902	d19c116566b2b6676844232d17efd429f52f68eed5de5385905be402a3463569	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-becker.dsk	picDir	agi	351	351	2d46da1a11f54f4a4f5360d079cda7a1f66dc1a69fa4b9d3bbbc75bef83e6d44	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-becker.dsk	sndDir	agi	126	126	8ebc67b9246272db1f02a41db072e388508417e48de6b516afb8e373461a3d82	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-becker.dsk	Startup	host	366	366	fffbf3a7eb9d79a75f6ae4adddde194adf5b995cc54b7739fce21c73b4873c38	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-becker.dsk	toc	host	19	19	670bb6cd1d505923093d0af07c0c4513f39ffd53ad443bfdb7ec5e3fc7f65d96	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-becker.dsk	toc.txt	host	36	36	de75c10c716cec92ce26def586b3e61d217d5ccd73dc06542677d392a3e6bef9	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-becker.dsk	viewDir	agi	768	768	1ea5f7e216d6d591355249546b6e5aa67098bba7cfe197d5d7f2c9d67fe3bade	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-becker.dsk	vol.0	agi	64362	64362	fbc9453077b9375f7d6e6997545ca4b28f6194f4c13a4217014bc0f9790ba535	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-becker.dsk	vol.1	agi	193301	193301	0e3b8ce8115882e31f7b70e809c21d7b5f1232a60888ebd1dca58e9fab661f6a	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-becker.dsk	vol.2	agi	188581	188581	0c1b936eccb2c19a41e6b1585061bc63da2efb13e5d8f5091d7b512aea21577a	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-becker.dsk	vol.3	agi	246823	246823	9a9942c6069b1cee0d1b963c5388f7ddc29223103b20c1d2e655b277bc0f0191	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-becker.dsk	words.tok	agi	6743	6743	9c2c3cd3613ac51b6fb14c04619ac39aa956769e83a53a5f8ddee0dda7424ffb	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-dw.dsk	CMDS/attr	host	511	511	e548ed01c4a6a2a694968529825024bbfc0626d17052481065084407685e2777	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-dw.dsk	CMDS/copy	host	1469	1469	a4f245eab570f1189d66324603016a1aec184d17fd4f422d0dad3d3305a9ec9b	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-dw.dsk	CMDS/del	host	103	103	660874a5bef09641c8acd6e5ed3dec8ac480b15931a083b6f89263b5226c8490	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-dw.dsk	CMDS/deldir	host	626	626	a1789f5698abc2654c0b029a67512c91e865baab7f20da3f28390787b6cac26a	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-dw.dsk	CMDS/dw	host	730	730	010fb42a1eba3371ab15c4c5851b6939e6682bb228a9931e5b09c59091c9a31d	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-dw.dsk	CMDS/format	host	4295	4295	b084b1a11ae7914d4e288b8abd49cd14b4e55bad842feb84bc9e389e8a5fe0d1	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-dw.dsk	CMDS/makdir	host	175	175	b192f728283e9fb5b1f0ff1a107c1984e6e3fb92be0510f74dc65f6c1c141088	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-dw.dsk	CMDS/MnLn	interpreter	25559	25559	c64de18528a7c6dbac67a732398240149ff1d025ab1c79b6dc46e72b6f7e59a6	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-dw.dsk	CMDS/rename	host	285	285	00a12333cbb86058f211241b7a649ef69eb7dc845ec1ae15015c4a1a8fda7cd6	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-dw.dsk	CMDS/Scrn	interpreter	1996	1996	07294eae61462220e7f6bfa80a28265bf094ad400a5eab37a83c2c7232a63c48	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-dw.dsk	CMDS/Shdw	interpreter	2484	2484	5779e4dce893e16f00b766f6769c9cf088f7ccbb430bfdb58f10fe5f946fa868	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-dw.dsk	CMDS/shell	host	8721	8721	5f8106e351fc6aaebd1a05bb45123ce5ecd746b412f4cbcffee9332e30ed0f96	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-dw.dsk	CMDS/Sierra	interpreter	1371	1371	4f41f53e8951ba45556d3923eb06bc8fa39b545e2351bd87d90b383c5807e562	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-dw.dsk	CMDS/TOCGen	interpreter	5752	5752	4adcfef0329f4c1494550d80fa721a307c95695ea09b5261a2bb18d544e52eee	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-dw.dsk	logDir	agi	768	768	f80be1c762aaa3dbb3d9ef4351f3d567e39fc3178ba5e620932f6a862243ef30	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-dw.dsk	object	agi	369	369	777fc61906e78467fd36447dd5a3bdcbd45c4cb35eeeb545b6cc1fc821b207f6	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-dw.dsk	OS9Boot	host	24498	24498	0d569e1435e1bade70e4720ac5cd42ed05d76fea658d56da1804659a5115f92b	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-dw.dsk	picDir	agi	351	351	2d46da1a11f54f4a4f5360d079cda7a1f66dc1a69fa4b9d3bbbc75bef83e6d44	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-dw.dsk	sndDir	agi	126	126	8ebc67b9246272db1f02a41db072e388508417e48de6b516afb8e373461a3d82	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-dw.dsk	Startup	host	366	366	fffbf3a7eb9d79a75f6ae4adddde194adf5b995cc54b7739fce21c73b4873c38	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-dw.dsk	toc	host	19	19	670bb6cd1d505923093d0af07c0c4513f39ffd53ad443bfdb7ec5e3fc7f65d96	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-dw.dsk	toc.txt	host	36	36	de75c10c716cec92ce26def586b3e61d217d5ccd73dc06542677d392a3e6bef9	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-dw.dsk	viewDir	agi	768	768	1ea5f7e216d6d591355249546b6e5aa67098bba7cfe197d5d7f2c9d67fe3bade	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-dw.dsk	vol.0	agi	64362	64362	fbc9453077b9375f7d6e6997545ca4b28f6194f4c13a4217014bc0f9790ba535	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-dw.dsk	vol.1	agi	193301	193301	0e3b8ce8115882e31f7b70e809c21d7b5f1232a60888ebd1dca58e9fab661f6a	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-dw.dsk	vol.2	agi	188581	188581	0c1b936eccb2c19a41e6b1585061bc63da2efb13e5d8f5091d7b512aea21577a	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-dw.dsk	vol.3	agi	246823	246823	9a9942c6069b1cee0d1b963c5388f7ddc29223103b20c1d2e655b277bc0f0191	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Drivewire/pq1-dw.dsk	words.tok	agi	6743	6743	9c2c3cd3613ac51b6fb14c04619ac39aa956769e83a53a5f8ddee0dda7424ffb	0
Police Quest 1 (Sierra On-Line) (OS-9) (Coco 3)/Floppy 360K/pq1-1.dsk	CMDS/MnLn	interpreter	25559	25559	c64de18528a7c6dbac67a732398240149ff1d025ab1c79b6dc46e72b6f7e59a6	0
