# THREE-AXIS CORPUS CLASSIFICATION (AD-28) -- harness/tools/classify_corpus.py
# * MANIFEST ONLY. No game data here and none ever (§2P).
# dir_format / vol_format / interp_version are INDEPENDENT AXES. Each has a *_method
# saying HOW it was established. An EMPTY value was NOT ESTABLISHED -- never guessed.
# interp_version is populated ONLY from an oracle md5+size match (L-26): a version from
# the oracle's table and one inferred from file shape are different claims.
# Detection hash = md5 of the FIRST 5000 BYTES of the detection file, size enforced where
# the table gives one (advancedDetector.cpp:974 and :818, read not assumed -- L-25).
#
population	row	dir_format	dir_method	vol_format	vol_method	interp_version	interp_method	detect_file	detect_md5	detect_bytes	scummvm_id	scummvm_extra	scummvm_platform	match_note	scummvm_comment
fan	herbao	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	6a5186fc8383a9060517403e85214fc2	300	agi-fanmade	Herbao (v0.2)	DOS	ok	
fan	hitler	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	a412881269ba34584bd0a3268e5a9863	768	agi-fanmade	Hitler's Legacy (v.0004q)	DOS	ok	
fan	hlfdth	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	b62c05d0ace878261392073f57ae788c	768	agi-fanmade	Half-Death - Terror At White-Mesa	DOS	ok	
fan	insepa	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	4b780887cab0ecabc5eca319acb3acf2	675	agi-fanmade	Les Inseparables (v1.0)	DOS	ok	
fan	isabel	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	55c6819f2330c4d5d6459874c9f123d9	768	agi-fanmade	Isabella Coq - A Present For My Dad	DOS	ok	
fan	jeffsq	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	51ff71c0ed90db4e987a488ed3bf0551	723	agi-fanmade	Jeff's Quest (v.5 alpha May 31)	DOS	ok	
fan	jensq	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	3c321eee33013b289ab8775449df7df2	300	agi-fanmade	Jen's Quest (Demo 2)	DOS	ok	
fan	jiggy	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	bc331588a71e7a1c8840f6cc9b9487e4	297	agi-fanmade	Jiggy Jiggy Uh! Uh!	DOS	ok	
fan	jjvamp	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	8aa0b9a26f8d5a4421067ab8cc3706f6	300	agi-fanmade	Jack & Julia - VAMPYR	DOS	ok	
fan	jochef	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	aa0a0b5a6364801ae65fdb96d6741df5	300	agi-fanmade	Journey Of Chef	DOS	ok	
fan	joemcm	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	8a3de7e61a99cb605fa6d233dd91c8e1	300	agi-fanmade	Joe McMuffin In \	DOS	ok	
fan	jolimi	v2	four separate DIR files present	V2	V3 walk hit a bad signature		UNMATCHED -- not established	logdir	68d7aef1161bb5972fe03efdf29ccb7f	669				no md5 match	
fan	joulum	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	53982ecbfb907e41392b3961ad1c3475	300	agi-fanmade	Jõulumaa (v0.05)	DOS	ok	
fan	jukebx	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	c4b9c5528cc67f6ba777033830de7751	300	agi-fanmade	Jukebox (v1.0)	DOS	ok	
fan	justin	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	103050989da7e0ffdc1c5e1793a4e1ec	303	agi-fanmade	Justin Quest (v1.0 in development)	DOS	ok	
fan	kq2bi	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	a25d7379d281b1b296d4785df90a8e78	471	agi-fanmade	Kings Quest 2  - Breast Intentions (v2.0 Mar 26)	DOS	ok	
fan	kq4dem	v3	single combined 'dmdir'		combined DIR; v3 volume layout not walked (out of scope)	0x3149	oracle md5+size match; version on the entry line	dmdir	a3332d70170a878469d870b14863d0bf	2711	kq4	Demo 1988-12-20	DOS	ok	King's Quest 4 demo (PC) [AGI 3.002.102]
fan	lasseh	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	f9fbcc8a4ef510bfbb92423296ff4abb	300	agi-fanmade	Lasse Holm: The Quest for Revenge (v1.0)	DOS	ok	
fan	lawman	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	c78b28bfd3767dd455b992cd8b7854fa	768	agi-fanmade	Lawman for Hire	DOS	ok	
fan	leftyv	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	ccdc49a33870310b01f2c48b8a1f3c34	603	agi-fanmade	Lefty Goes on Vacation (Not in The Right Place)	DOS	ok	
fan	lhdude	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	86ea17b9fc2f3e537a7e40863d352c29	300	agi-fanmade	The Long Haired Dude: Encounter of the 18-th Kind	DOS	ok	
fan	lostpl	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	58564df8b6394612dd4b6f5c0fd68d44	768	agi-fanmade	The Lost Planet (v1.0)	DOS	ok	
fan	lpirat	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	437068efe4ec32d436da09d6f2ea56e1	768	agi-fanmade	Little Pirate (Demo 2 v0.6)	DOS	ok	
fan	lshayl	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	04e720c8e30c9cf12db22ea14a24a3dd	303	agi-fanmade	The Legend of Shay-Larah 1 - The Lost Prince	DOS	ok	
fan	lstety	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	95f15c5632feb8a39e9ca3d9af35fcc9	300	agi-fanmade	Lost Eternity (v1.0)	DOS	ok	
fan	ltec	v2	four separate DIR files present	V2	V3 walk hit a bad signature		UNMATCHED -- not established	LOGDIR	43ed7a2542bd84f81ff5e18d3b1ef115	618				no md5 match	
fan	maalea	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	ddfbeb33feb7cf78504fe4dba14ec63b	333	agi-fanmade	Maale Adummin Quest	DOS	ok	
fan	mdqust	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	2a6fcb21d2b5e4144c38ed817fabe8ee	300	agi-fanmade	MD Quest - The Search for Michiel (v0.10)	DOS	ok	
fan	monkey	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	2322d03f997e8cc235d4578efff69cfa	300	agi-fanmade	Monkey Man	DOS	ok	
fan	moused	v2	four separate DIR files present	V2	V3 walk hit a bad signature		UNMATCHED -- not established	logdir	f4ad396b496d6167635ad0b410312ab8	300				no md5 match	
fan	napalm	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	b659afb491d967bb34810d1c6ce22093	333	agi-fanmade	Napalm Quest (v0.5)	DOS	ok	
fan	natu1e	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	f15bbf999ac55ebd404aa1eb84f7c1d9	741	agi-fanmade	Naturette 1 (English v1.3)	DOS	ok	
fan	natu2e	v2	four separate DIR files present	V2	V3 walk hit a bad signature		UNMATCHED -- not established	logdir	bdf76a45621c7f56d1c9d40292c6137a	768				no md5 match	
fan	natu3e	v2	four separate DIR files present	V2	V3 walk hit a bad signature		UNMATCHED -- not established	logdir	6dbb0e7fc75fec442e6d9e5a06f1530e	768				no md5 match	
fan	natu4	v2	four separate DIR files present	V2	V3 walk hit a bad signature		UNMATCHED -- not established	logdir	8253706b6ef5423a79413b216760297c	768				no md5 match	
fan	nickq	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	e29cbf9222551aee40397fabc83eeca0	300	agi-fanmade	Nick's Quest - In Pursuit of QuakeMovie (v2.1 Gold)	DOS	ok	
fan	openmn	v2	four separate DIR files present	V2	V3 walk hit a bad signature		UNMATCHED -- not established	logdir	70000a2f67aac27d1133d019df70246d	300				no md5 match	
fan	patqst	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	f254f5b894b98fec5f92acc07fb62841	672	agi-fanmade	Patrick's Quest (Demo v1.0)	DOS	ok	
fan	phanta	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	87d20c1c11aee99a4baad3797b63146b	366	agi-fanmade	Phantasmagoria	DOS	ok	
fan	pharq	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	51c630899d076cf799e573dadaa2276d	300	agi-fanmade	Pharaoh Quest (v0.0)	DOS	ok	
fan	philq	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	5e7ca45c360e03164b8358e49900c588	768	agi-fanmade	Phil's Quest - the Search for Tolbaga	DOS	ok	
fan	piano	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	8778b3d89eb93c1d50a70ef06ef10310	300	agi-fanmade	AGI Piano (v1.0)	DOS	ok	
fan	pinkun	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	148ff0843af389928b3939f463bfd20d	300	agi-fanmade	Pinkun Maze Quest (v0.1)	DOS	ok	
fan	piratq	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	bb612a919ed2b9ea23bbf03ce69fed42	300	agi-fanmade	Pirate Quest	DOS	ok	
fan	pktetr	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	1afcbc25bfafded2d5fb82de9da0bd9a	297	agi-fanmade	AGI Tetris (1998)	DOS	ok	
fan	pothdq	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	d181101385d3a45082f418cd4b3c5b01	765	agi-fanmade	Pothead Quest (v0.1)	DOS	ok	
fan	presq	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	4937d0e8ecadb7888faeb347799b0388	300	agi-fanmade	President's Quest	DOS	ok	
fan	prince	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	266248d75c3130c8ccc9c9bf2ad30a0d	603	agi-fanmade	Prince Quest	DOS	ok	
fan	profen	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	b5fcf0ca2f0d1c073be82f01e2170961	666	agi-fanmade	Professor (English) - The Professor is Missing (Mar 22)	DOS	ok	
fan	qfg6	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	d26765c3075064c80d284c5e06e33a7e	768	agi-fanmade	Quest for Glory VI - Hero's Adventure	DOS	ok	
fan	qfhome	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	d2895dc1cd3930f2489af0f843b144b3	300	agi-fanmade	Quest for Home	DOS	ok	
fan	qlady	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	f75e7b6a0769a3fa926eea0854711591	300	agi-fanmade	Quest for Ladies (demo v1.1 Apr 6)	DOS	ok	
fan	qrdeal	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	f4fbd7abf056d2d3204f790da5ac89ab	300	agi-fanmade	Quest for a Record Deal	DOS	ok	
fan	ralphq	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	5cf56378aa01a26ec30f25295f0750ca	300	agi-fanmade	Ralph's Quest (v0.1)	DOS	ok	
fan	resi44	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	f99e3f69dc8c77a45399da9472ef5801	765	agi-fanmade	Residence 44 Quest (v1.0a)	DOS	ok	
fan	ruby	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	ed138e461bb1516e097007e017ab62df	609	agi-fanmade	The Ruby Cast (v0.02)	DOS	ok	
fan	sarien	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	314e5fdef17b803226d1de3af2e997ea	297	agi-fanmade	Sarien	DOS	ok	
fan	savsan	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	f8afdb6efc5af5e7c0228b44633066af	300	agi-fanmade	Save Santa (v1.3)	DOS	ok	
fan	schill	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	ade39dea968c959cfebe1cf935d653e9	297	agi-fanmade	Schiller (preview 1)	DOS	ok	
fan	sergd1	v2	four separate DIR files present	V2	V3 walk hit a bad signature		UNMATCHED -- not established	logdir	91975c1fb4b13b0f9a8e9ff74731030d	669				no md5 match	
fan	sergd2	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version on the entry line	logdir	906ccbc2ddedb29b63141acc6d10cd28	768	serguei2	v0.1.1 Demo	DOS	ok	
fan	shifty	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	2a07984d27b938364bf6bd243ac75080	303	agi-fanmade	Shifty (v1.0)	DOS	ok	
fan	shwpln	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	c02cd10267e721f4e836b1431f504a0a	300	agi-fanmade	The Shadow Plan	DOS	ok	
fan	snwbrd	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	24bb8f29f1eddb5c0a099705267c86e4	300	agi-fanmade	Snowboarding Demo (v1.0)	DOS	ok	
fan	solsys	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	b5a3d0f392dfd76a6aa63f3d5f578403	300	agi-fanmade	Solar System Tour	DOS	ok	
fan	sorapp	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	fe62615557b3cb7b08dd60c9d35efef1	303	agi-fanmade	Sorceror's Appraisal	DOS	ok	
fan	spbike	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	2deb25bab379285ca955df398d96c1e7	300	agi-fanmade	Speeder Bike Challenge (v1.0)	DOS	ok	
fan	spcdlv	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	88764dfe61126b8e73612c851b510a33	300	agi-fanmade	Special Delivery	DOS	ok	
fan	sq0	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version on the entry line	logdir	2ad9d1a4624a98571ee77dcc83f231b6	762	sq0	v1.04	DOS	ok	
fan	sqx	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version on the entry line	logdir	812edec45cefad559d190ffde2f9c910	768	sqx	v10.0 Jul 18	DOS	ok	
fan	starco	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	a7806f01e6fa14ebc029faa58f263750	768	agi-fanmade	Star Commander 1 - The Escape (v1.0)	DOS	ok	
fan	starpi	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	8cb26f8e1c045b75c6576c839d4a0172	315	agi-fanmade	Star Pilot: Bigger Fish	DOS	ok	
fan	stileg	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	949bfff5d8a81c3139152eed4d84ca75	306	agi-fanmade	Sliding Tile Game (v1.00)	DOS	ok	
fan	street	v2	four separate DIR files present	V2	V3 walk hit a bad signature		UNMATCHED -- not established	logdir	cf2aa94a7eb78dce6892c37f03e310d6	300				no md5 match	
fan	strek	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	807a1aeadb2ace6968831d36ab5ea37a	768	agi-fanmade	Space Trek (v1.0)	DOS	ok	
fan	tetris	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version on the entry line	logdir	7a874e2db2162e7a4ce31c9130248d8a	300	tetris		DOS	ok	
fan	texm1	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	3c74b9a24b51aa8020ac82bee3132266	300	agi-fanmade	Tex McPhilip 1 - Quest For The Papacy	DOS	ok	
fan	texm2	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	7387e8df854440bc26620ca0ea43af9a	762	agi-fanmade	Tex McPhilip 2 - Road To Divinity (v1.5)	DOS	ok	
fan	texm3	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	992d12031a486ad84e592ff5d7c9d782	768	agi-fanmade	Tex McPhilip 3 - A Destiny of Sin (Demo v0.25)	DOS	ok	
fan	tnaorw	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	e5f0a7cb8d49f66b89114951888ca688	753	agi-fanmade	The New Adventure of Roger Wilco (v1.00)	DOS	ok	
fan	tobywd	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	3f8ebea0eb32303e65e2a6e8341c6741	768	agi-fanmade	Toby's World (Demo)	DOS	ok	
fan	totiki	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	8103c9c87e3964690a14a3d0d83f7ddc	615	agi-fanmade	Tales of the Tiki	DOS	ok	
fan	trek	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2440	oracle md5+size match; version on the entry line	logdir	c02882b8a8245b629c91caf7eb78eafe	300	agi-fanmade	AGI Trek (Demo)	DOS	ok	
fan	ttscb	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	36b38f621b38e8d104aa0807302dc8c9	762	agi-fanmade	Tonight The Shrieking Corpses Bleed (v1.01)	DOS	ok	
fan	turksq	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	3d19254b737c8b218e5bc4580542b79a	300	agi-fanmade	Turks' Quest - Heir to the Planet	DOS	ok	
fan	uagifg	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	2d14d6fa2a2136d681e46e06821905bf	300	agi-fanmade	Ultimate AGI Fangame (Demo)	DOS	ok	
fan	uriq	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	3986eefcf546dafc45f920ae91a697c3	660	agi-fanmade	URI Quest (v0.173 Feb 27)	DOS	ok	
fan	vdgirl	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	ae95f0c77d9a97b61420fd192348b937	618	agi-fanmade	Voodoo Girl - Queen of the Darned (v1.2 2002 Jan 1)	DOS	ok	
fan	vtgadv	v3	single combined 'vdir'		combined DIR; v3 volume layout not walked (out of scope)		UNMATCHED -- not established	vdir	c71f5c1e008d352ae9040b77fcf79327	3080				no md5 match	
fan	wizaro	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2917	oracle md5+size match; version FANMADE macro default	logdir	abeec1eda6eaf8dbc52443ea97ff140c	768	agi-fanmade	Wizaro (v0.1)	DOS	ok	
fan	xmas	v2	four separate DIR files present	V2	V3 walk hit a bad signature	0x2272	oracle md5+size match; version on the entry line	logdir	3067b8d5957e2861e069c3c0011bd43d	372	xmascard	1986-11-13 [version 2]	DOS	ok	Xmas Card 1986 (PC) [AGI 2.272]
